city,state,country,product_type,event_id,recalling_firm,address_1,product_description,reason_for_recall 
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Total Comfort Infant Formula with Iron 12.6oz. can. 6 cans per case.    Item numbers:  62599    Retail UPCs:   070074626000,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Rare Planet Health Ageless Citrus Flavor 25oz Bottles UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Los Angeles,CA,United States,Food,89546,Rojas Inc.,2843 Whittier Blvd,"LUPAG brand Plain Dried Salted Plums, net wt. 0.5oz, pre-priced at $.99 packaged in transparent poly bags sealed with a cardboard header, stapled one dozen packages on a cardboard strip. UPC 7 25535 01133 7.    Ingredients: Dried Prunes, salt. Origin: Taiwan or China  Rojas Incorporated Los Angeles, CA 90023",Elevated levels for lead.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Dynamik Muscle Warbringer Capsules 90ct Bottle UPC CODE 5 00102 92106,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13.25  Country Ranch Kit  UPC: 0-71430-01730-2  SKU: 761,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Aurora,IL,United States,Food,89688,FACTOR,2372 W Indian Trl,Factor 75 - Fiery Beef & Black Bean Chili  12.7oz plastic tray  sold as single serve meal to end consumer,Undeclared Milk Allergen
Los Angeles,CA,United States,Food,89266,DREAM POPS,1880 Century Park E Ste 200,100% Plant-Based Dream Pops Birthday Cake Bites UPC 854097008339,Undeclared allergen; milk
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Simply Nature 5oz Organic Mixed Greens Clamshell  Product UPC 4099100088069,Potential Listeria monocytogenes
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Apple Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12oz  American  UPC:0-71430-00933-8  SKU: 43,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Baby Kale"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Caesar"" (salad product) packed in 9.8oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 12.2oz Chopped Applewood Bacon Kit  Product UPC 071430001011,Potential Listeria monocytogenes
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Cherry Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Vernon,CA,United States,Food,89574,"Concord Farms, Inc.",5725 Alcoa Ave,"Fresh Enoki Mushrooms  5.25oz/150 g/ 34 packages per case  UPC: 001958939091      Distributed by Concord Farms, Vernon, CA    Do not eat raw.",California Department of Public Health sampled product and found it to contain Listeria monocytogenes.
Finley,ND,United States,Food,89452,Fetting's Frozen Foods LLC,206 4th St W,"Abbys Bakery Homestyle White Bread Dough.  Product number 93596.  Keep Frozen.  4-1 lb. loaves.  Net Wt. 4 lbs. (1.81kg)  UPC 40730-93596.  Abby's Bakery, Wadena, MN  56482",Product may contain a foreign object (glass).
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 9.1oz Peppercorn Ranch Chopped Kit   UPC: 0-71430-00093-9  SKU: 728,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,President's Choice 13oz  Sesame Ginger Kit / Le Choix du President Sesame et Gingembre  UPC:0-60383-02320-1  SKU: 3283,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Apex Nutrition Invigorize Test Booster Capsules 150ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Revive MD Ashwagandha Capsules 60ct Bottle UPC CODE 7 28614 77933 3,During an FDA investigation the firm was notified that the product contains undeclared milk.
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Sesame Buns, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Boise,ID,United States,Food,89617,Albertsons Companies LLC,250 E Park Center Blvd,Signature Select Cookie Dough Ice Cream  Vanilla Flavored ice cream with chocolate flavored chips and chunks of chocolaty chip cookie dough.  Artificial Flavor added.  1.5 qt. paper container. 6 retail units per case.    UPC 2113008803    Some container were filled with Black Walnut Ice cream. Lid correctly identified product as Black Walnut Ice Cream.,Signature Select Black Walnut Ice Cream was inadvertently packed in Cookie Dough container that does not declare nuts as allergen. Top lid correctly identified Black Walnut flavor.
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Brioche Dinner Rolls, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 16oz Value Size Shredded Lettuce  UPC:0-71430-84616-2  SKU: 157,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Global Link ShredFX Popsicle 16oz Jar UPC CODE 9 34585 60024 66,During an FDA investigation the firm was notified that the product contains undeclared milk.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Sweet & Crunchy"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"Boba Origin Brown-Sugar Milk Tea 100% WHEY PROTEIN ISOLATE 5.5g BCAA INGREDIENTS: Whey Protein Isolate, Black Tea, Coconut Milk, Powder, Sunflower Lecithin, Sucralose. Manufactures for BOBA ORIGIN LLC 15421 Gale Ave #93161 City of Industry, CA 91715 UPC 6 56750 00764 8",During an FDA investigation the firm was notified that the product contains undeclared milk and soy.
Clare,MI,United States,Food,89424,Natural Way Cheese,6060 E Beaverton Rd,"Natural Way Cheese White Cheddar Cheese Curds, retail 12oz plastic bag UPC 8 10056 75021 3, 12 retail units per wholesale case, and sold in 10lbs wholesale plastic bag as well","The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval."
Manchester,CT,United States,Food,89514,The Royal Ice Cream Company Inc.,27 Warren St,"All Ice Cream and Ice Cream products within expiry; manufactured by Royal Ice Cream Company; manufactured in Manchester, CT; all effected products will have the manufacturing plant number ""CT121"" or ""CT #121""; RETAIL BRANDS EFFECTED: Batch brand pints, all flavors; Royal Ice Cream brand half gallons, pints, cakes, all specialties; Ronny Brook Ice Cream all flavor pints & 3 gallon tubs; New Orleans Ice Cream all flavor pints & 2.5-gallon tubs; Maple Valley Ice Cream all flavor pints; Art Cream all pint flavors; Sweet Scoops Yogurt all pint Flavors; Gelato Fiasco all pint Flavors; Biggy Iggy's Ice Cream Sandwiches; Munson Chip Wich Ice Cream sandwiches; Giffords Ice Cream Sandwiches all flavors; Chewy Louie Ice Cream Sandwiches; Snow Wich Ice Cream Sandwich; Newport Creamery - crazy vanilla, Vanilla & Chocolate, Vanilla & Coffee HG only; Dough Wich - Conn. 4 oz Cookie Dough Sandwich in all flavors of vanilla, chocolate, and french vanilla; Doris Italian Markets - Florida - Spumoni wedge, Spumoni Half Gallon, Tartufo, Cannoli, Spumoni pie slices; Highland Park Market brand ice cream, all sizes and all flavors; Labriola's Italian Stores, Spumoni Ice Cream, 64 ounces. FOOD SERVICE ONLY BRANDS EFFECTED: Cronin's brand; Orfitelli brand; Royal Ice Cream Company; Delicious Desserts Inc. brand; Sweet Service brand; Desserts Plus brand",Product may be contaminated with Listeria monocytogenes.
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Paczkis - Cherry Flavor packaged in a clear plastic clamshell  4 pack,"Undeclared Allergens - Egg, Milk, and Wheat"
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Angel Hair"" (salad product) packed in 10oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Spring Mix and Spinach"" (salad product) packed in 5oz., 11oz., and 16oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Nature's Promise 5oz Organic Baby Arugula Clamshell  Product UPC 688267154478,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 3lb Garden Salad  UPC:0-71430-01138-6  SKU: 2163,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Sourdough Dinner Rolls, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Portland,OR,United States,Food,89763,HumbleHungryHappy LLC,3271 Nw 29th Ave,"PB CHOC PROTEIN BITES, net wt. 7.2 oz. There are 6 bites in a rectangular flexible plastic clamshell covered with plastic film lid.    Product label is read in parts: ""***PB CHOC PROTEIN BITE***Ingredients: Peanut Butter, Coconut Milk,  Orgain Organic Protein, Hershey Semi-Sweet Chocolate Baking Chips, Rolled Oats, Flaxseed Meal***Contains: Milk, Peanuts, Soy***Made in a kitchen that uses eggs, fish, milk, peanut, shellfish, soy, tree nuts.  Produced at My Fit Foods 3271 NW 29th Ave. Portland, OR 97210***"".",Undeclared Coconut in the Contains statement.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"Alpha Woman Original Capsules, 60ct Bottle, UPC CODE 11883 60220",During an FDA investigation the firm was notified that the product contains undeclared milk.
Vista,CA,United States,Food,89741,"RMJV, LP dba Fresh Creative Foods",3285 Corporate Vw,"Fresh Creative Foods RED SAUCE CHICKEN ENCHILADA KIT ON PREMISE NO TRAYS 2/6.75 LB UPC: 10013454381929 Item # 404979 Perishable/Keep refrigerated  Kit components:  2/32 oz. bags of seasoned chicken w/rib meat, 8/8 pz. bags of Cryo Traditional Red Enchilada Sauce, 8 bags of golden blend 6"" tortillas, 4/8 oz. bags of cheddar * Monterey Jack Cheese blend fancy shredded, 1 sheet label #5154 Red Sauce Chicken enchilada  Distributed by Fresh Creative Foods, Vista, CA   Information: A prepackaged bag of RTE is chicken is purchased from a USDA establishment.  The packaged chicken is not opened or further processed when we make the kits.  The kit consists of unopened packages of components such as the chicken, sauce, tortillas and cheese and the customer opens the components, assembles the ingredients and sells it.  Based on the chicken staying in the enclosed bag, fully labeled for USDA compliance including a mark of inspection, the kit is excluded from USDA oversite.",During manufacturing pieces of hard clear plastic was found. Upon investigation the source was identified as ice purchased from supplier.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Bacon Thousand Island"" (salad product) packed in 9.4oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Panda Supps Fierce Panda's Blood Panda's Blood (Strawberry) 25oz Jar UPC CODE 5 14970 94423,During an FDA investigation the firm was notified that the product contains undeclared milk.
Moosic,PA,United States,Food,89301,Prepared Meals Co,4135 Birney Ave,"happi foodi , Roasted Russets and Asparagus, 10 oz frozen bowl, 8 packages per case, Keep Frozen DOM- 05/20/2021",Presence of visible mold detected.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,DRVN Nutraceuticals Inferno Fat Burner Blue Hawaii 16oz Jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 11 oz  Greener Selection / Selection de Verdure  UPC: 0-71430-00965-9  SKU: 695,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott EleCare Jr Amino Acid-Based Nutrition Powder Chocolate 14.1oz. can.  6 cans per case.     Item numbers:  66273    Retail UPCs:   070074662718,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Chocolate Chip Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Clare,MI,United States,Food,89424,Natural Way Cheese,6060 E Beaverton Rd,"Natural Way Cheese Bacon Cheddar Cheese Curds, retail 12oz plastic bag UPC 8 10056 75175 3, 12 retail units per wholesale case","The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval."
